order_status,review_score,order_item_id,price,freight_value,faixa_preco
delivered,5,1,129.0,8.16,Alto
delivered,5,1,137.0,15.71,Alto
delivered,4,1,37.0,10.96,Baixo
delivered,5,1,154.0,14.83,Alto
delivered,5,1,253.52,82.86,Alto
delivered,5,1,49.9,7.39,Baixo
delivered,5,1,148.9,13.95,Alto
delivered,4,1,64.9,18.69,Medio
delivered,2,1,179.0,16.0,Alto
delivered,5,1,27.9,15.1,Baixo
delivered,5,1,39.0,16.11,Baixo
delivered,3,1,7.0,14.1,Baixo
delivered,2,1,269.0,10.7,Alto
delivered,5,1,99.9,17.95,Medio
delivered,3,1,69.9,15.24,Medio
delivered,1,1,89.9,23.13,Medio
delivered,4,1,165.0,19.03,Alto
delivered,5,1,57.99,11.73,Medio
delivered,5,1,259.0,10.63,Alto
delivered,3,1,55.0,7.65,Medio
delivered,5,1,133.0,16.69,Alto
delivered,5,1,35.9,18.23,Baixo
delivered,1,1,14.89,18.23,Baixo
delivered,1,1,99.0,13.0,Medio
delivered,4,1,90.0,9.44,Medio
delivered,5,1,43.49,27.39,Baixo
delivered,3,1,109.99,36.85,Alto
delivered,5,1,9.99,15.23,Baixo
delivered,5,2,9.99,15.23,Baixo
delivered,5,1,28.5,34.15,Baixo
delivered,1,1,199.0,8.74,Alto
delivered,5,1,135.9,21.44,Alto
delivered,5,1,249.0,37.09,Alto
delivered,5,1,49.99,15.56,Medio
delivered,4,1,38.0,7.53,Baixo
delivered,5,1,85.0,11.62,Medio
delivered,5,1,117.3,25.66,Alto
delivered,4,1,99.9,18.57,Medio
delivered,4,2,99.9,14.35,Medio
delivered,5,1,18.0,7.87,Baixo
delivered,1,1,11.53,7.39,Baixo
delivered,5,1,269.99,39.41,Alto
delivered,4,1,89.99,14.8,Medio
delivered,5,1,19.9,42.76,Baixo
delivered,4,1,166.9,13.47,Alto
delivered,2,1,133.74,12.44,Alto
delivered,5,1,86.8,7.86,Medio
delivered,4,1,62.0,8.59,Medio
delivered,1,1,158.0,10.68,Alto
delivered,1,2,308.0,31.16,Alto
delivered,3,1,129.0,47.4,Alto
delivered,4,1,143.54,21.49,Alto
delivered,5,1,39.99,18.23,Baixo
delivered,5,2,39.99,18.23,Baixo
delivered,1,1,49.9,12.92,Baixo
delivered,4,1,119.9,23.34,Alto
delivered,5,1,16.9,15.1,Baixo
delivered,5,1,29.99,15.1,Baixo
delivered,5,1,30.99,34.15,Baixo
delivered,4,1,84.99,15.34,Medio
delivered,5,1,149.0,45.12,Alto
delivered,4,1,48.9,8.82,Baixo
delivered,5,1,159.49,8.86,Alto
delivered,1,1,249.9,41.53,Alto
delivered,5,1,24.89,7.75,Baixo
delivered,2,1,53.99,7.78,Medio
delivered,1,1,15.99,7.39,Baixo
delivered,5,1,24.5,11.85,Baixo
delivered,5,1,179.0,22.99,Alto
delivered,5,1,37.9,21.43,Baixo
delivered,5,1,89.9,22.56,Medio
delivered,5,2,89.9,22.56,Medio
delivered,5,3,89.9,22.56,Medio
delivered,5,1,88.34,29.08,Medio
delivered,3,1,32.99,14.1,Baixo
delivered,4,1,69.9,0.0,Medio
delivered,3,1,109.9,12.27,Medio
shipped,5,1,52.99,22.3,Medio
delivered,5,1,35.9,12.48,Baixo
delivered,4,1,39.0,7.53,Baixo
delivered,5,1,27.9,7.46,Baixo
delivered,4,1,579.0,65.34,Alto
delivered,2,1,99.9,23.57,Medio
delivered,5,1,37.0,19.32,Baixo
delivered,3,1,116.6,30.66,Alto
delivered,2,1,49.0,19.25,Baixo
canceled,2,1,27.9,9.26,Baixo
delivered,5,1,65.0,25.73,Medio
delivered,5,1,39.9,11.85,Baixo
delivered,5,1,105.0,17.87,Medio
delivered,3,1,25.79,23.33,Baixo
delivered,3,2,25.79,23.33,Baixo
delivered,4,1,146.01,13.68,Alto
delivered,5,1,189.9,26.61,Alto
delivered,5,1,139.65,26.26,Alto
delivered,5,1,59.9,7.68,Medio
delivered,4,1,13.65,15.23,Baixo
delivered,5,1,31.9,16.11,Baixo
delivered,5,1,33.99,16.6,Baixo
delivered,4,1,158.9,14.59,Alto
delivered,5,1,47.4,11.85,Baixo
delivered,3,1,50.0,21.19,Medio
delivered,4,1,59.9,11.15,Medio
delivered,1,1,199.0,39.66,Alto
delivered,1,2,199.0,39.66,Alto
delivered,5,1,69.9,23.07,Medio
delivered,5,1,50.21,15.1,Medio
delivered,5,1,39.9,16.6,Baixo
delivered,5,1,24.99,14.1,Baixo
delivered,5,1,130.0,19.01,Alto
delivered,4,1,89.99,7.88,Medio
delivered,5,1,69.0,15.69,Medio
delivered,3,1,165.5,15.8,Alto
delivered,3,2,175.91,52.69,Alto
delivered,3,3,165.5,15.8,Alto
delivered,3,4,165.5,15.8,Alto
delivered,1,1,98.81,13.81,Medio
delivered,4,1,78.0,7.8,Medio
delivered,5,1,21.8,12.48,Baixo
delivered,5,1,118.9,18.93,Alto
delivered,5,1,119.8,20.18,Alto
delivered,2,1,45.0,7.39,Baixo
delivered,5,1,449.0,20.39,Alto
delivered,1,1,139.85,16.61,Alto
delivered,1,2,139.85,16.61,Alto
delivered,5,1,18.9,12.48,Baixo
delivered,1,1,29.9,16.79,Baixo
delivered,5,1,39.9,15.1,Baixo
delivered,5,1,59.0,13.07,Medio
delivered,4,1,199.0,67.69,Alto
delivered,5,1,32.0,7.39,Baixo
delivered,4,1,110.0,18.35,Alto
delivered,4,1,79.9,14.65,Medio
delivered,5,1,24.99,14.1,Baixo
delivered,5,1,79.0,13.91,Medio
delivered,5,1,59.9,17.67,Medio
delivered,5,1,19.9,15.1,Baixo
delivered,3,1,158.0,15.2,Alto
delivered,1,1,1050.61,25.13,Alto
delivered,4,1,106.9,18.0,Medio
delivered,5,1,362.45,25.12,Alto
delivered,4,1,44.55,11.74,Baixo
delivered,4,1,14.99,15.1,Baixo
delivered,4,2,14.99,15.1,Baixo
delivered,4,3,14.99,15.1,Baixo
delivered,4,4,14.99,15.1,Baixo
delivered,1,1,125.9,18.13,Alto
delivered,5,1,99.9,26.84,Medio
delivered,5,1,149.0,40.37,Alto
delivered,4,1,19.9,14.1,Baixo
delivered,5,1,59.9,9.17,Medio
delivered,5,1,320.0,14.68,Alto
delivered,4,1,59.9,14.59,Medio
delivered,5,1,29.99,15.11,Baixo
delivered,1,1,69.0,21.17,Medio
delivered,5,1,56.0,18.69,Medio
delivered,1,1,160.0,19.0,Alto
delivered,5,1,57.95,22.34,Medio
delivered,5,1,64.9,20.18,Medio
delivered,5,2,64.9,20.18,Medio
delivered,5,1,849.0,23.52,Alto
delivered,5,1,20.99,11.85,Baixo
delivered,5,1,19.45,14.52,Baixo
delivered,3,1,59.9,34.22,Medio
delivered,3,2,59.9,34.22,Medio
delivered,5,1,64.9,15.33,Medio
delivered,5,1,128.9,9.26,Alto
delivered,5,1,189.9,13.77,Alto
delivered,4,1,250.0,97.56,Alto
delivered,3,1,94.9,35.98,Medio
delivered,4,1,27.9,20.8,Baixo
delivered,4,2,27.9,20.8,Baixo
delivered,5,1,349.9,29.3,Alto
delivered,5,1,110.99,33.23,Alto
delivered,5,1,190.83,12.84,Alto
delivered,5,1,99.5,35.07,Medio
delivered,4,1,104.0,14.82,Medio
delivered,3,1,79.0,15.3,Medio
delivered,4,1,61.99,24.56,Medio
delivered,1,1,419.9,17.69,Alto
delivered,5,1,299.0,23.17,Alto
delivered,5,1,175.0,19.33,Alto
delivered,5,1,49.9,14.1,Baixo
delivered,5,1,44.9,11.85,Baixo
delivered,5,2,44.9,11.85,Baixo
delivered,5,1,38.95,15.37,Baixo
delivered,5,1,159.77,16.0,Alto
delivered,5,1,132.9,19.03,Alto
delivered,4,1,36.85,21.85,Baixo
delivered,4,1,124.99,21.88,Alto
delivered,1,1,94.99,13.33,Medio
delivered,5,1,32.99,16.11,Baixo
delivered,4,1,89.9,17.07,Medio
delivered,1,1,173.0,14.96,Alto
delivered,5,1,44.9,16.11,Baixo
delivered,5,1,85.0,13.26,Medio
delivered,5,1,49.9,13.37,Baixo
delivered,4,1,54.99,21.18,Medio
delivered,4,1,66.99,22.97,Medio
delivered,5,1,69.99,14.8,Medio
delivered,1,1,268.9,19.98,Alto
delivered,5,1,84.99,16.35,Medio
delivered,4,1,34.99,9.34,Baixo
delivered,4,2,34.99,9.34,Baixo
delivered,4,3,34.99,9.34,Baixo
delivered,4,4,34.99,9.34,Baixo
delivered,5,1,77.9,23.35,Medio
delivered,5,1,38.4,9.27,Baixo
delivered,3,1,69.0,17.22,Medio
delivered,4,1,134.9,21.43,Alto
delivered,5,1,39.5,15.11,Baixo
delivered,5,1,71.0,23.65,Medio
delivered,5,1,225.0,60.81,Alto
delivered,4,1,189.0,32.07,Alto
delivered,5,1,199.0,32.79,Alto
delivered,3,1,35.0,19.44,Baixo
delivered,3,2,35.0,19.44,Baixo
delivered,3,3,35.0,19.44,Baixo
delivered,5,1,49.9,14.52,Baixo
delivered,5,1,45.0,35.67,Baixo
delivered,5,1,39.97,18.38,Baixo
delivered,5,2,39.97,18.38,Baixo
delivered,5,3,39.97,18.38,Baixo
delivered,5,1,149.0,14.77,Alto
delivered,5,1,51.6,9.34,Medio
delivered,5,1,146.9,19.72,Alto
delivered,1,1,79.9,9.71,Medio
delivered,5,1,22.5,18.26,Baixo
delivered,5,1,11.9,16.79,Baixo
delivered,5,2,11.9,16.79,Baixo
delivered,3,1,19.99,10.96,Baixo
delivered,5,1,7.9,16.11,Baixo
delivered,5,1,85.71,18.4,Medio
delivered,5,1,29.5,20.84,Baixo
delivered,5,1,18.25,17.6,Baixo
delivered,5,1,142.0,8.02,Alto
delivered,5,1,179.99,26.1,Alto
delivered,5,2,179.99,26.1,Alto
canceled,1,1,154.9,15.25,Alto
delivered,4,1,299.0,10.29,Alto
delivered,5,1,126.99,18.14,Alto
delivered,5,1,49.89,8.72,Baixo
delivered,1,1,8.0,11.85,Baixo
delivered,5,1,84.0,10.9,Medio
delivered,5,1,78.0,15.85,Medio
delivered,5,1,229.99,35.37,Alto
delivered,5,1,89.9,26.71,Medio
delivered,4,1,165.0,28.53,Alto
delivered,5,1,199.0,20.12,Alto
delivered,5,1,79.9,28.96,Medio
delivered,5,1,122.99,9.06,Alto
delivered,5,1,139.9,15.15,Alto
delivered,5,1,27.99,8.72,Baixo
delivered,5,1,22.0,34.15,Baixo
delivered,5,2,22.0,34.15,Baixo
delivered,5,3,22.0,34.15,Baixo
delivered,5,4,22.0,34.15,Baixo
delivered,5,1,42.0,14.12,Baixo
delivered,5,1,27.9,16.79,Baixo
delivered,4,1,279.9,20.65,Alto
delivered,3,1,14.9,15.23,Baixo
delivered,5,1,104.0,15.48,Medio
delivered,1,1,49.0,17.67,Baixo
delivered,1,2,49.0,17.67,Baixo
delivered,4,1,59.9,14.51,Medio
delivered,4,1,110.0,18.65,Alto
delivered,5,1,79.0,18.43,Medio
delivered,4,1,39.9,14.1,Baixo
delivered,3,1,249.0,13.24,Alto
delivered,5,1,379.0,79.94,Alto
delivered,4,1,33.9,13.82,Baixo
delivered,2,1,208.1,43.49,Alto
delivered,1,1,593.36,98.13,Alto
delivered,1,1,52.5,19.34,Medio
delivered,1,2,52.5,19.34,Medio
delivered,5,1,66.0,78.63,Medio
delivered,5,1,127.48,16.81,Alto
delivered,2,1,122.99,63.11,Alto
delivered,4,1,49.0,15.44,Baixo
delivered,4,2,49.0,15.44,Baixo
delivered,4,1,29.99,7.87,Baixo
delivered,3,1,59.9,24.7,Medio
delivered,3,2,62.0,24.7,Medio
delivered,5,1,102.0,10.13,Medio
delivered,5,1,27.9,15.1,Baixo
delivered,4,1,196.0,11.98,Alto
delivered,1,1,389.0,22.63,Alto
delivered,2,1,119.99,16.47,Alto
delivered,5,1,27.99,14.1,Baixo
delivered,5,1,54.99,14.7,Medio
delivered,5,1,88.9,16.06,Medio
delivered,5,1,899.0,21.2,Alto
delivered,5,1,120.0,17.28,Alto
delivered,5,1,279.99,16.72,Alto
delivered,1,1,59.0,15.16,Medio
delivered,5,1,243.37,53.83,Alto
delivered,5,1,249.48,16.5,Alto
delivered,1,1,35.0,19.32,Baixo
delivered,1,2,35.0,19.32,Baixo
delivered,2,1,99.9,0.0,Medio
delivered,5,1,14.99,8.29,Baixo
delivered,2,1,109.73,16.53,Medio
delivered,2,1,9.0,14.1,Baixo
delivered,5,1,239.0,19.25,Alto
delivered,5,1,13.99,16.11,Baixo
delivered,5,1,29.99,16.79,Baixo
delivered,4,1,189.99,27.41,Alto
delivered,5,1,55.0,15.83,Medio
delivered,4,1,58.99,15.29,Medio
delivered,5,1,99.9,17.18,Medio
delivered,5,1,25.99,5.31,Baixo
delivered,5,2,25.99,9.57,Baixo
delivered,5,1,107.9,18.56,Medio
delivered,5,1,53.9,33.93,Medio
delivered,5,2,53.9,33.93,Medio
delivered,4,1,49.9,12.48,Baixo
delivered,4,1,185.81,17.06,Alto
delivered,1,1,501.9,17.26,Alto
delivered,1,1,97.9,16.94,Medio
delivered,5,1,76.0,18.83,Medio
delivered,5,1,15.32,18.0,Baixo
delivered,4,1,45.9,12.65,Baixo
delivered,4,2,45.9,12.71,Baixo
delivered,4,3,45.9,12.71,Baixo
delivered,5,1,53.9,0.0,Medio
delivered,5,2,53.9,0.0,Medio
delivered,5,1,21.99,15.1,Baixo
delivered,4,1,83.9,28.99,Medio
delivered,3,1,49.99,8.88,Medio
delivered,5,1,50.0,15.1,Medio
delivered,3,1,61.2,11.15,Medio
delivered,5,1,81.9,15.32,Medio
delivered,5,1,79.9,12.9,Medio
delivered,5,1,27.99,14.08,Baixo
delivered,5,1,1820.0,81.62,Alto
delivered,5,1,15.99,14.52,Baixo
delivered,5,1,240.0,14.7,Alto
delivered,4,1,240.0,14.7,Alto
delivered,5,1,89.99,38.47,Medio
delivered,5,1,399.9,13.41,Alto
delivered,5,1,89.9,17.88,Medio
delivered,5,2,89.9,17.88,Medio
delivered,4,1,78.0,21.35,Medio
delivered,5,1,28.8,8.36,Baixo
delivered,5,1,67.99,8.88,Medio
delivered,4,1,65.0,25.73,Medio
delivered,3,1,89.99,18.21,Medio
delivered,5,1,104.99,17.98,Medio
delivered,3,1,13.99,7.78,Baixo
delivered,5,1,3.49,16.79,Baixo
delivered,5,2,3.49,16.79,Baixo
delivered,3,1,29.99,16.32,Baixo
delivered,5,1,16.9,10.96,Baixo
delivered,3,1,63.0,23.35,Medio
delivered,3,2,89.0,23.35,Medio
delivered,2,1,159.0,19.21,Alto
delivered,4,1,99.99,16.95,Medio
delivered,5,1,23.89,8.72,Baixo
delivered,1,1,21.99,15.1,Baixo
delivered,5,1,188.0,16.07,Alto
canceled,1,1,109.9,13.11,Medio
delivered,3,1,59.9,14.73,Medio
delivered,4,1,139.9,16.74,Alto
delivered,5,1,28.49,18.23,Baixo
delivered,5,1,154.91,46.67,Alto
delivered,5,2,154.91,46.67,Alto
delivered,5,1,99.99,11.9,Medio
delivered,5,1,27.9,3.81,Baixo
delivered,5,2,21.33,25.39,Baixo
delivered,4,1,504.0,19.72,Alto
shipped,1,1,25.0,14.1,Baixo
delivered,5,1,54.9,23.31,Medio
delivered,5,2,54.9,23.31,Medio
delivered,5,3,54.9,23.31,Medio
delivered,5,4,54.9,23.31,Medio
canceled,1,1,5.53,11.85,Baixo
canceled,1,2,5.53,11.85,Baixo
canceled,1,3,5.53,11.85,Baixo
canceled,1,4,5.53,11.85,Baixo
canceled,1,5,5.53,11.85,Baixo
delivered,5,1,127.45,23.69,Alto
delivered,4,1,29.0,8.88,Baixo
delivered,5,1,19.9,18.24,Baixo
delivered,4,1,135.0,23.75,Alto
delivered,2,1,119.9,15.72,Alto
delivered,5,1,30.0,12.69,Baixo
delivered,5,2,30.0,12.69,Baixo
delivered,1,1,14.4,14.1,Baixo
delivered,4,1,79.99,14.31,Medio
delivered,5,1,129.9,18.34,Alto
delivered,1,1,37.99,7.78,Baixo
delivered,2,1,79.0,15.3,Medio
delivered,5,1,219.9,20.51,Alto
delivered,5,1,19.9,12.69,Baixo
delivered,5,1,169.0,20.09,Alto
delivered,5,2,147.9,16.71,Alto
delivered,4,1,211.05,14.14,Alto
delivered,5,1,610.0,37.54,Alto
delivered,5,1,129.0,38.45,Alto
delivered,5,1,16.0,7.78,Baixo
delivered,4,1,189.0,53.11,Alto
delivered,5,1,12.99,18.23,Baixo
delivered,3,1,109.9,11.97,Medio
delivered,4,1,29.0,15.3,Baixo
delivered,5,1,159.9,8.37,Alto
delivered,5,1,59.9,9.26,Medio
delivered,1,1,292.9,26.54,Alto
invoiced,1,1,143.0,94.98,Alto
invoiced,1,2,143.0,94.98,Alto
delivered,4,1,52.9,9.09,Medio
delivered,5,1,99.9,25.54,Medio
delivered,2,1,49.0,34.15,Baixo
delivered,3,1,99.9,24.9,Medio
delivered,1,1,32.5,15.1,Baixo
delivered,5,1,15.0,7.78,Baixo
delivered,5,1,230.0,16.36,Alto
delivered,5,1,79.99,9.76,Medio
canceled,1,1,29.99,7.78,Baixo
delivered,5,1,219.99,15.14,Alto
delivered,5,1,120.0,7.87,Alto
delivered,4,1,139.0,23.55,Alto
delivered,4,1,149.9,8.3,Alto
delivered,5,1,139.0,22.68,Alto
delivered,3,1,99.99,12.09,Medio
delivered,5,1,299.0,22.58,Alto
delivered,5,2,299.0,22.58,Alto
delivered,5,1,129.99,17.65,Alto
delivered,4,1,379.0,36.96,Alto
delivered,5,1,49.0,11.85,Baixo
delivered,5,1,129.9,16.67,Alto
delivered,1,1,36.9,34.15,Baixo
delivered,5,1,45.0,17.19,Baixo
delivered,5,1,45.0,7.78,Baixo
delivered,3,1,29.99,7.78,Baixo
delivered,5,1,84.9,18.52,Medio
delivered,5,1,75.0,20.02,Medio
delivered,5,1,19.0,18.23,Baixo
delivered,4,1,34.99,7.78,Baixo
delivered,5,1,59.9,21.26,Medio
delivered,3,1,85.9,17.85,Medio
delivered,4,1,64.9,19.42,Medio
delivered,3,1,219.0,24.11,Alto
delivered,5,1,138.0,25.81,Alto
delivered,5,1,30.9,15.1,Baixo
delivered,5,1,31.9,16.79,Baixo
delivered,3,1,71.0,10.7,Medio
delivered,3,2,101.0,26.75,Medio
delivered,5,1,45.9,7.78,Baixo
delivered,5,1,45.9,7.78,Baixo
delivered,5,1,35.0,16.11,Baixo
delivered,5,2,35.0,16.11,Baixo
delivered,2,1,59.9,15.17,Medio
delivered,5,1,59.9,9.34,Medio
delivered,5,1,49.8,7.39,Baixo
delivered,5,2,49.8,7.39,Baixo
delivered,5,1,7.5,7.39,Baixo
delivered,5,2,7.5,7.39,Baixo
delivered,5,1,89.9,15.33,Medio
delivered,5,2,76.9,15.34,Medio
delivered,4,1,24.99,15.28,Baixo
delivered,4,1,69.9,17.4,Medio
delivered,1,1,29.99,34.15,Baixo
delivered,5,1,234.9,16.39,Alto
shipped,1,1,159.9,25.96,Alto
delivered,5,1,49.9,17.6,Baixo
delivered,3,1,24.9,9.09,Baixo
delivered,3,2,24.9,9.09,Baixo
delivered,5,1,162.0,11.74,Alto
delivered,5,1,43.9,18.41,Baixo
delivered,5,1,189.0,23.25,Alto
delivered,3,1,14.9,15.1,Baixo
delivered,1,1,56.99,15.15,Medio
delivered,5,1,75.0,16.16,Medio
delivered,5,1,39.49,8.27,Baixo
delivered,5,2,39.49,8.27,Baixo
delivered,5,1,44.9,15.11,Baixo
delivered,5,1,29.9,18.31,Baixo
delivered,5,1,55.9,9.94,Medio
delivered,5,1,66.0,43.4,Medio
delivered,2,1,139.9,9.09,Alto
delivered,2,2,139.9,29.07,Alto
delivered,5,1,56.8,18.28,Medio
delivered,2,1,190.9,17.1,Alto
delivered,5,1,89.0,25.65,Medio
delivered,5,1,129.9,38.46,Alto
delivered,5,1,139.9,27.96,Alto
delivered,5,1,132.9,20.17,Alto
delivered,5,1,359.98,85.59,Alto
delivered,5,2,359.98,85.59,Alto
delivered,5,1,209.99,57.94,Alto
delivered,5,1,154.9,15.39,Alto
delivered,4,1,44.0,12.97,Baixo
delivered,5,1,195.0,14.49,Alto
delivered,5,1,97.9,16.94,Medio
delivered,5,1,49.9,35.67,Baixo
delivered,1,1,579.99,16.96,Alto
delivered,5,1,59.99,12.76,Medio
canceled,1,1,399.9,21.71,Alto
delivered,5,1,42.9,15.1,Baixo
delivered,4,1,320.0,58.91,Alto
delivered,5,1,159.9,28.5,Alto
delivered,5,1,133.9,29.34,Alto
delivered,4,1,148.0,15.13,Alto
delivered,5,1,56.99,8.72,Medio
delivered,5,1,47.65,7.39,Baixo
